identifier,name,CapitalIQ,description,birthPlace,Wikipedia,birthName,deathPlace,birthDate,deathDate
8lnYY0yLAeKcdM4gJPY7xI,Andrea Jung,39945509,"Andrea Jung (鍾彬嫻, pinyin: Zhōng Bīnxián, jyutping: zung1 ban1 haa4) (born 1958)  is a Canadian-American executive, non-profit leader, and prominent women's-issues supporter. In April 2014, she became president and CEO of Grameen America, a nonprofit microfinance organization founded by Nobel Peace Prize winner, Muhammad Yunus. Grameen is the fastest-growing microfinance organization in the United States, providing the largest number of microfinance loans to individuals and small businesses. From 1999 until 2012, she served as the first female CEO and chairman of Avon Products, Inc., a multi-level marketing company. Jung was also the first woman to serve as Chairman of the Cosmetic, Toiletry & Fragrance Association, and Chairman of the World Federation of Direct Selling Associations. Jung received the 2010 Clinton Global Citizen Award for her leadership of Avon Foundation for Women and other public-private partnerships to end violence against women and to stem the breast cancer epidemic. Under her leadership, the Avon Foundation for Women raised and awarded nearly $1 & nbsp;billion to support health and empowerment causes, becoming the largest women-focused corporate philanthropy around the world.  After resigning her CEO role at Avon, Jung continued as chair of Avon's board of directors through the end of 2012 and then as a senior advisor to Avon's board through April 2014.  Early life Jung was born in Toronto, Ontario in 1958 and raised in Wellesley, Massachusetts.  As a child, she studied the piano and took lessons in Mandarin on Saturday mornings.","Toronto, Ontario, Canada",en.wikipedia.org/wiki/Andrea_Jung,,,,
8lp8udfsFVdbEPCN5w08uk,Luca Sabelli,371419765,,,,,,,
8lrlhJCz3XSb3Wl4JFl2Ax,Johannes Suriadjaja,34339632,,,,,,,
8lsYK5Wo4ModN8h2S0uZY4,Raymond Deshaies,,,,,,,,
8lyuf4EmuwodQ406kzNBg4,Craig Federighi,,,,,,,,
8m3LvaWNz8dbR3Pa15pwiO,Saundra D. Schrock,339915917,,,,,,,
8m5pdDV8FNWe14RMYmocjc,Giancarlo Selci,4703618,,,,,,,
8m64sGRyCVXd6PooRdokO8,David Hindawi,266617639,,,,,,,
8mEtgbE46O1eBI2O3tbQmF,Daniel Derichebourg,8328844,,,,,,,
8mLVrzQgrZ4eiTIVLL3taC,Mauricio Stolle Bahr,24701245,,,,,,,
8mMJ3MA9RjceoNswSO59LW,Ian Hankins,,,,,,,,
8mNFFyUPYtTe71srcXJCS7,Peter Lutke-Bornefeld,38705203,,,,,,,
8mPpFG15r3gebzeiycEYa1,Michael D. Capellas,418583749,,,,,,,
8mYzqZfq8Ifckr1EgEj0na,Toshifumi Suzuki,331015,,,,,,,
8mZ8CzZoK1ldqkkuBwDOC7,James R. Barlow,53307350,,,,,,,
8mbHynvuYGJeJ4N1razBdL,Jose Luis del Valle Doblado,307016196,,,,,,,
8mg4KV9KGVZdm6Yl5eVHqM,Scott Keller,,,,,,,,
8mj5KQeuxHKcSl9w8OifUv,Jorgen Buhl Rasmussen,127901603,,,,,,,
8mmGvIcKYt7dpBU7F6V03D,Hiroyuki Wakabayashi,27847548,,,,,,,
8mmyvpk20HjevexchY2hIu,Thomas Fredrick Farley,304228093,,,,,,,
8moGk9TvNa3bvRaJXTdZlN,Karl Kenny,266652988,,,,,,,
8mrnsLFn3IAeaEOgWwi84Q,Poh Tiong Koh,417916628,,,,,,,
8mwZ4oZxGSCfdrLkt9PAz6,Steven L. Berman,299169,,,,,,,
8mwyS9W1IMNalRF0WSfF1n,Marcus C. Rowland,403052091,,,,,,,
8n05KKyj8ElbAOjCUxa53N,Stephen P. Holmes,571943659,,,,,,,
8n0fQgbbIUhdeCEtSzr8uc,Elizabeth Edith Tallett,143466624,,,,,,,
8n5rctuD7rCegthUt5C8Uk,Manoj Gaur,26488335,,,,,,,
8n6XVBeez9pb0KuBNv7FyW,Hirotake Watanabe,61838137,,,,,,,
8n6wJLMizWhe9E7dUTriLm,Brian F. Carroll,36397741,,,,,,,
8nDBAksPPa5fbGORHmstE3,Anthony J. Saich,245496777,,,,,,,
8nDZdhuW5H4euxhUskPhTB,Vitaly Anatolyevich Markelov,637854712,,,,,,,
8nFNZFxT7Uwcx6Opxattw1,Syailendra Surmansyah Bakrie,206204215,,,,,,,
8nWX19LcKnTe8FodCK9iEh,John L. Villano,408197692,,,,,,,
8nYuqgjlberdUKRTJqwaJF,Carlos Slim Domit,22986656,,,,,,,
8nZbkdyPxvRd1hFD6azTFB,Jeffrey Earle Witherell,129353509,,,,,,,
8nkra8vBeUWdIiZtUuEfq2,Elio Gasperoni,292071551,,,,,,,
8nmetRnMmb0fTd0BTK9yU0,Derek Parkin,129338568,,,,,,,
8o6KgScCPKLdZlTdBpF12k,Calogero Giovanni-Battista Rubino,8792056,,,,,,,
8o7cPCdL8vMdKhhtwDr94x,Boon Keat Ngau,8742835,,,,,,,
8oEI10JZsBQd99o2yEzERD,Gilbert Earl Playford,633837720,,,,,,,
8oLNMmFzxH4bZgwBIlVyYe,David S. Taylor,22783921,"David Scott Taylor (born April 20, 1958) is an American business executive who is currently the Chairman, President and CEO of Procter & Gamble.  Early life David Taylor was born in Charlotte, North Carolina, United States, and graduated from Duke University in 1980 with a B.S. in electrical engineering. Career Upon graduation, he joined Procter & Gamble as a production manager. Taylor spent the first decade of his career in P & G's Product Supply organization, where he managed production and operations at a number of plants, eventually managing P & G's manufacturing plant in Mehoopany, Pennsylvania. This experience gave him hands-on understanding of manufacturing, logistics, engineering, and supply chain operations.  In the early 1990s, Taylor was transferred to the brand management department, his first assignment being Pampers—P & G's largest brand. Since then, he has held leadership roles spanning a number of P & G businesses, including Baby Care, Hair Care, Family Care, and Home Care in which he expanded businesses across North America, Western Europe, and Asia. He also led P & G's Greater China hair care business for nearly four years.  Taylor also served as Group President of P & G's Beauty Sector and P & G's Grooming and Health Care Sector which included the brands of Crest, Oral-B, Pantene, Head & Shoulders, Olay, SK-II, Gillette, Fusion, Mach 3, and Vicks.","Charlotte, North Carolina, U.S.",en.wikipedia.org/wiki/David_S._Taylor,David Scott Taylor,,,
8oZs9XwuRmIbQBwFy1H7OF,Mark G. Runkel,,,,,,,,
8odQQ6H3ZbkbtW50NE7uoz,Junichi Nagai,674783536,,,,,,,
8oftPIqUTYZeRM3NuCN1tu,Frank J. Ryan,303996,,,,,,,
8ohIPZ8dOMPcng8PM0CUuM,Thomas Johnstone,25715122,,,,,,,
8okv4sSgCQ8eQ8BxJjghqV,Wee Chai Lim,8348740,,,,,,,
8opwiRHyxxqemm8JQj5hI4,Fujio Mitarai,195228,,,,,,,
8orkcqQ0jrNey5cqLUm93O,Kang-Lung Chang,108710314,,,,,,,
8p8urGfFtF4fPNj7mADhMd,Dennis Lynn Segers,1062465,,,,,,,
8p9SWieU48Paw62OcIZo9B,Christopher A. Seams,642588302,,,,,,,
8pAfbAdI4f2enJDVOvyWe5,Pierre Gadonneix,113018335,,,,,,,
8pHFsGoXALNe2xEB92mvO1,Clarke H. Bailey,673029,,,,,,,
8pNTcQn0aqFdIbrsswDq47,I-Shou Lin,129626612,,,,,,,
8pP0NLXFN0Ub78wnr0dZ5w,Chang-Soo Kim,132525919,,,,,,,
8pV9II9ahoPe1jUDLlZEDu,Søren Vestergaard-Poulsen,414652656,,,,,,,
8pgVYooq0O7fKY9PKB62FB,Y. Michael Rice,339900762,,,,,,,
8q4sJVGy8C6fIlkWcimu1b,Jan Jonathan Durand,141816813,,,,,,,
8q83MtCct3xcnaqFsrQ2Pc,Terence Ronald Winters,244200124,,,,,,,
8qAKQ4QWliofjRvRicdHOj,Wen-Chia Chao,270228587,,,,,,,
8qCR3zE5VWqb1vuVkUhtD3,Dean A. Foate,185880,,,,,,,
8qHDeAx3X0SdVUmiO3uAlj,Liz Muller,,,,,,,,
8qHg8Jx2dG8amXWbipGLIp,Benoît Coquart,146189708,,,,,,,
8qL6YnRvPAZdpUErJHfTyl,Dan Bodner,2201308,,,,,,,
8qMqLMDYLYxd4QUheGeLcq,Tom Soong,433967334,,,,,,,
8qOIOos3GtldHk6O9LN9mI,Yasuyoshi Oya,330112689,,,,,,,
8qRot4c91Byd7k6SZQz3SG,Toru Kashima,78817330,,,,,,,
8qTP6VIZ9qvbagGCcYxhgA,Keith  Manbeck,,,,,,,,
8qZMPtJAFrMdk3UR8YdRkB,Michael J. Cavanagh,600614538,,,,,,,
8qasfj7PmLxbyLtXo59xKS,Tadashi Yanai,8818757,"is a Japanese billionaire businessman, the founder and president of Fast Retailing, the parent company of Uniqlo ( "" unique clothing "" ). As of April 2021, he was the richest person in Japan, with an estimated net worth of US$42.0 billion & 34th wealthiest person in the World according to Bloomberg Billionaires Index.  Early life and education Yanai was born in Ube, Yamaguchi in February 1949. He attended Ube High School and later Waseda University, graduating in 1971 with a Bachelor's degree in Economics and Political Science. His uncle was an activist for the minority group known as Burakumin, who have continued to suffer caste-based discrimination in employment and marriage in modern Japan.  『週刊現代』2014年8月30日号、藤岡雅「ユニクロ・柳井が封印した『一族』の物語」  Career In 1971, Yanai started in business by selling kitchenware and men's clothing at a JUSCO supermarket. After a year at JUSCO, he quit and joined his father’s roadside tailor shop. Yanai opened his first Uniqlo store in Hiroshima in 1984, and changed the name of his father’s company Ogori Shoji to Fast Retailing in 1991. He has stated: "" I might look successful but I've made many mistakes. People take their failures too seriously. You have to be positive and believe you will find success next time. ""  Monocle magazine, April 2009  In 2019 Yanai stepped down from the board of Softbank after 18 years as an independent director at the Japanese technology conglomerate. Simon Duke Uniqlo founder Tadashi Yanai quits Softbank board, The Times, 28 December 2019","Ube, Yamaguchi, Japan",en.wikipedia.org/wiki/Tadashi_Yanai,,,,
8qutMVNvpmYdLMG5qAHQYt,Jin-Cheol Kim,49686070,,,,,,,
8qvtXtY05iWeU52mHLE7BM,Pin-Tang Chang,421468704,,,,,,,
8r0whYIeh46cpob9CRUksH,Steve Dubin,245036685,,,,,,,
8r5gfh4Ds4XbVH1kvtMmNW,Eric J. Patzer,53459602,,,,,,,
8rAyXlYjII7eL4uKyXvrnv,Aldo Cardoso,48990402,,,,,,,
8rDCADXWIBwakOkMVTtT0Q,Jeffery R. Holland,,,,,,,,
8rDxu28FQSRbq5XgK97RtA,James Richard Bond,100843089,,,,,,,
8rFq6lSHJV4da7j8AQaSOh,Linden R. Evans,12057178,,,,,,,
8rI6XSbbTCNbXsgQwUQgD6,Joseph Saul Steinberg,285364,,,,,,,
8rIg31YlA2NdCRAm1yah23,Hiromichi Iwasa,8787389,,,,,,,
8rM7oUqMlk0c5S5qvgdXhf,Lisa Bisaccia,,,,,,,,
8rTbSy4gpr6aXerMwZKtM1,Lucy Reid,,,,,,,,
8rYfscgznkvbpyTCmr1wFp,Michel Pebereau,1259682,,,,,,,
8raz5ZQAM69blUcTmcMXeE,Jean-Francois Mouney,9683240,,,,,,,
8re5y1EJ7TYcqfSZrbzcsz,Justine Gay Bronwyn Smyth,143898331,,,,,,,
8riNs2U9cZ3fk89CXylhTH,Darryl Sleep,,,,,,,,
8rj6ugw565UaeujFrbIX2n,Alan S. Henricks,266855388,,,,,,,
8rr2sfsoXUVc6daV5OjNCc,Daniel Lee Rosensweig,90829193,"Dan Rosensweig is an American business executive who is chairman, president and chief executive officer (CEO) of student services company Chegg. Previously, Rosensweig served as president and CEO of Guitar Hero; COO at Yahoo!; president of CNET, and president and CEO of ZDNet. Early life and education Rosensweig was born in Dobbs Ferry, New York and raised in Scarsdale, New York, where he graduated from Scarsdale High School. He played offensive lineman on the school's football team.  Rosensweig enrolled at Hobart and William Smith, graduating in 1983 with a Bachelor of Arts in political science. There, Rosensweig was a member of Kappa Sigma fraternity and the Little Theatre, and studied abroad in London.  Career Following college, Rosensweig's first job was at Dictaphone, then an independent subsidiary of Pitney Bowes, selling word processors door-to-door in Manhattan. Within three hours on the job, he was informed that the company had to lay off nearly 1,000 people, including his division.","Dobbs Ferry, New York",en.wikipedia.org/wiki/Dan_Rosensweig,,,April 10,
8sJ1QnhulGBcmhb7yoJ9bx,Michael Thomas Heffernan,7505851,,,,,,,
8sJjMOLRASkc2BFjfz3bFr,Yubao An,252712982,,,,,,,
8sKk9QVPsCvchtc30QJuRd,Tom Ferguson,,,,,,,,
8sSEjFyWAUhe00DwvnpfF6,Patrik Tigerschiold,276540697,,,,,,,
8sSJsTtF2gte9yvbdf4hbk,Kazuo Kanetsuna,49972267,,,,,,,
8sSdgkX28gmdpNlNCEdrXc,William L. Meaney,225837796,,,,,,,
8sTVjwQRGJIfcYwd4Q1Vl8,Tassos Anastasios E. Gianakakos,249231196,,,,,,,
8sTofOZmoj4flaez0derok,William G. Rice,249065652,,,,,,,
8sWtJvReHH3foLIcQIx6H3,Mario Tobias Schlosser,244454815,,,,,,,
8sbJUyGWBlSboDbDZ9brHM,Annette Beate Wacknitz Malm Justad,671121417,,,,,,,
8scIu6GxpSAcKqAudVRUXx,Paul M. L. Achleitner,629900359,,,,,,,
8snwLR3jw3sdTPj74wT8Rw,Paul Brown,594363950,"Paul Eugene Brown (September 7, 1908 – August 5, 1991) was an American football coach and executive in the All-America Football Conference (AAFC) and National Football League (NFL). Brown was both the co-founder and first coach of the Cleveland Browns, a team named after him, and later played a role in founding the Cincinnati Bengals. His teams won seven league championships in a professional coaching career spanning 25 seasons. Brown began his coaching career at Severn School in 1931 before becoming the head football coach at Massillon Washington High School in Massillon, Ohio, where he grew up. His high school teams lost only 10 games in 11 seasons. He was then hired at Ohio State University and coached the school to its first national football championship in 1942. After World War II, he became head coach of the Browns, who won all four AAFC championships before joining the NFL in 1950. Brown coached the Browns to three NFL championships – in 1950, 1954 and 1955 – but was fired in January 1963 amid a power struggle with team owner Art Modell. Brown in 1968 co-founded and was the first coach of the Bengals. He retired from coaching in 1975 but remained the Bengals' team president until his death in 1991. The Bengals named their home stadium Paul Brown Stadium in honor of Brown. He was inducted into the Pro Football Hall of Fame in 1967. Brown is credited with a number of American football innovations. He was the first coach to use game film to scout opponents, hire a full-time staff of assistants, and test players on their knowledge of a playbook. He invented the modern face mask, the practice squad and the draw play. He also played a role in breaking professional football's color barrier, bringing the first African-Americans to play pro football in the modern era onto his teams. Despite these accomplishments, Brown was not universally liked. He was strict and controlling, which often brought him into conflict with players who wanted a greater say in play-calling. These disputes, combined with Brown's failure to consult Modell on major personnel decisions, led to his firing as the Browns' coach in 1963. Early life","Norwalk, Ohio",en.wikipedia.org/wiki/Paul_Brown,,"Cincinnati, Ohio",,
8sr5QrUXv0TaW260vyObrD,W. Craig Jelinek,200029,"Walter Craig Jelinek (born August 8, 1952) is an American businessman, president and CEO of Costco since 2012, when he succeeded the company's founder, James Sinegal. Early life On August 8, 1952, Jelinek was born in Los Angeles, California. In 1970, Jelinek graduated from Antelope Valley High School.   Education In 1975, Jelinek earned a Bachelor of Arts degree from San Diego State University.  Career Jelinek started his career at FedMart.","California, U.S.",en.wikipedia.org/wiki/W._Craig_Jelinek,,,,
8stMwiT0ILqadEdfX3p00L,Guillermo Novo,611978887,,,,,,,
8szyZOLpqdjdS1brCeo5NY,Wen Feng,217717722,,,,,,,
8t1EKtaaNEkfth6Z3hJ4ew,Erik Andreas Lind,24348650,,,,,,,
8t3z7CYaD0sc6rYVG5bH6o,Arnold W. Donald,7781925,"Arnold W. Donald (born 17 December 1954) is an American businessman, and the chief executive officer (CEO) of Carnival Corporation & plc since July 2013, replacing Micky Arison. Life and career Donald was born and raised in New Orleans, Louisiana. He was also raised Catholic and graduated from St. Augustine High School.  Donald holds a bachelor's degree in economics from Carleton College in 1976 and a bachelor's degree in mechanical engineering from Washington University in St. Louis in 1977. He received an MBA from the University Of Chicago Graduate School Of Business in 1980.  Donald started his career, working at Monsanto in St. Louis and served various positions over 23 years, including as the president at Monsanto's nutrition and consumer sectors and senior vice president of the parent company. Donald joined Carnival as CEO in July 2013, and by the end of 2019, the value of the firm had roughly doubled, to $51 billion.","New Orleans, Louisiana, U.S.",en.wikipedia.org/wiki/Arnold_W._Donald,,,,
8t45t0YqVR7bCOEXSKeB1s,Russell J. Cox,306010736,,,,,,,
8t7zHQlInlPeGD7rtGqial,Onno Van De Stolpe,1805988,,,,,,,
8t86jh6l98ybGUvui5FCmb,Douglas Lindsay Wu,432891892,,,,,,,
8tHtjTfb2z7fTEbb8JVudq,Serpil Timuray,611449528,,,,,,,
8tJxEQbAX75bOIjJVIEQSA,Xiang Gao,54867949,,,,,,,
8tPxffpYG7kbECRHkohU1y,Antoine Flochel,29199780,,,,,,,
8tXCNOpvk7vchgNxhoRWsn,Jay Bray,581457841,,,,,,,
8tealhWExpddQ8MBVq21v6,In-Hyuk Choi,559223573,,,,,,,
8tonbggtcNMfsf6MgT7zPi,Ian Peter Middlemas,8462573,,,,,,,
8tptwtUWUl4d3M666m3IhJ,Noam Gottesman,292014253,,,,,,,
8tsltEuqG1xajvONdvnvkl,Akio Uchida,331728742,,,,,,,
8ttCNRNj2tveEO6GsbezCY,Glenn Stuart Davis,44232348,,,,,,,
8ttpu6QuyjqdQYpxc1rIxt,Graham John Bradley,669515852,,,,,,,
8tvHPyfw0vjf5RZMkjdNhZ,Robert J. Shillman,132609,,,,,,,
8ty17LCgOmPcMKSIFEq3ew,Satoshi Tsunakawa,267376903,,,,,,,
8u0buDzriFadxFQynCGUwS,Jeffrey Long,213715632,,,,,,,
8u3yXbesRYtdRKPCWhjVBs,Mong-Won Chung,301925323,,,,,,,
8uJNHSLHDkQe1dDaurIogo,Vaibhav Taneja,,,,,,,,
8uL1BIqU4bNeCVjNAGLGG4,Roy Mackenzie,283126734,,,,,,,
8uQxFIIV0F4cdPGZ71XKOd,Xiaoming Hu,35746820,,,,,,,
8uSrSkvTmUEbx1SyNhADRa,Christopher Stefan Seabrooke,79244470,,,,,,,
8uYjA4BKxrcd5lXJOvRmIg,Mary T. Mack,,,,,,,,
8uZ2HUsFhkSbHEguVAzkBc,Ahmet Kirman,432937795,,,,,,,
8uZBLK9nziJdkR80vhV0Cs,Yozo Shimano,8461246,,,,,,,
8uZjt3zsVz4d37fv5Dx2p3,Kenji Mizutani,8887240,,,,,,,
8ujyE77sTBWdiNnUGOTWWL,Bruce William Gowan,20672624,,,,,,,
8umPQteO0tVbRi4djtDQww,Frank Joseph Basa,13398267,,,,,,,
8unCjGJxVTedQrBscJciMv,Paul Halpern,270586827,,,,,,,
8uovJA253azbTXFJXbJgF9,Mikio Toda,13062508,,,,,,,
8uvsIfvv0LodhhVQai9ORa,Hideo Fukai,78881529,,,,,,,
8uwMtcxFWMvbwmu3abSwNf,Zayed Bin Rashid Al Zayani,329505328,,,,,,,
8ux7ezLJZCDdYdOBs3qri0,Thomas W. Oberdorf,142097772,,,,,,,
8v47yZkHvA3dYKooF9SKU0,Matthew J. Murphy,373658149,,,,,,,
8v9Bj8GVHcvemdsSD1ktwR,John Peter Calamos,3608740,,,,,,,
8vAj3p54emDd3bgtCRP0nH,Maureen Joanne Sabia,11690144,,,,,,,
8vDHZyEis6new7OXj08pMo,Charles O. Holliday,106349313,"Charles Otis "" Chad "" Holliday, Jr. (born March 9, 1948) is an American businessman, former chairman of Bank of America, former chief executive officer and a former director of E. I. du Pont de Nemours and Company (DuPont). He is chairman emeritus of the U.S. Council on Competitiveness and chairman of the Business Roundtable's Task Force for Environment, Technology and Economy. Holliday is also a founding member of the International Business Council and serves on the board of advisors of the Nicholas Institute for Environmental Policy Solutions. In October 2014, it was announced that he would succeed Jorma Ollila as chairman of Royal Dutch Shell from May 2015.  Early life Holliday was born in 1948 and grew up in Nashville, Tennessee. He graduated from John Overton High, where he met his future wife, Ann.  Tomorrow's CEOs Meet Six Hot Young Managers Who Have What it Takes to Lead in the 21st Century Holliday earned his B.S. in industrial engineering from the University of Tennessee in 1970. He was a member of the Pi Kappa Alpha fraternity Zeta chapter. Holliday started at DuPont in the summer of 1970 at DuPont's Old Hickory site. He then turned a summer job at DuPont into a full-time position as an engineer. He advanced through manufacturing and supervisory positions around the world until he was named CEO in 1998. Professional career Holliday was the 18th CEO of DuPont in more than 200 years of DuPont history. Under Holliday's leadership, DuPont established a goal of achieving sustainable growth & nbsp;– increasing shareholder and societal value while simultaneously decreasing DuPont's environmental footprint. As a result, DuPont has shifted from being a chemical company to being a science-based products and services company. On September 23, 2008, DuPont announced that Holliday would retire as CEO on December 31, 2008, and that its board of directors had elected Ellen J. Kullman to succeed Holliday with effect from January 1, 2009. On 30 October 2009, DuPont announced that Holliday would retire as chairman with effect from December 31, 2009, and that Kullman had been appointed chairman effective from that date.","Nashville, Tennessee, U.S.",en.wikipedia.org/wiki/Charles_O._Holliday,"Charles Otis Holliday, Jr.",,,
