caption_name,address,coordinates,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
ST. MARY PARISH GOVERNMENT,"FRANKLIN, LA","29.7960399, -91.5015002",LegislativeCommittee,ST. MARY PARISH GOVERNMENT,,shodan_ps_locations,d251e7f1df17553c639fca95966c2f1a,shodan_ps_locations__d251e7f1df17553c639fca95966c2f1a
Stokes County,"Danbury, NC","36.4093047, -80.2058831",Diplomat,Stokes County,,shodan_ps_locations,d10f6df01567ab5846090cc74810f094,shodan_ps_locations__d10f6df01567ab5846090cc74810f094
STONE COUNTY,"GALENA, MO","36.8053375, -93.466579",LegislativeCommittee,STONE COUNTY,,shodan_ps_locations,337fc2db0f769083b9ed983f3fe95f2e,shodan_ps_locations__337fc2db0f769083b9ed983f3fe95f2e
Stone County Board of Supervisors,"Wiggins, MS","30.858244, -89.1353283",Refinery,Stone County Board of Supervisors,,shodan_ps_locations,31ac71db86d7ccf33df9f320059547e2,shodan_ps_locations__31ac71db86d7ccf33df9f320059547e2
County of Story,"Nevada, IA","42.0227184, -93.4523014",Organization,County of Story,,shodan_ps_locations,2f21d907bcd897460ec7b369386c0db8,shodan_ps_locations__2f21d907bcd897460ec7b369386c0db8
Stutsman County,"Jamestown, ND","46.9105438, -98.7084357",Pipeline,Stutsman County,,shodan_ps_locations,0ecb61b34301008b1121e2559bd75854,shodan_ps_locations__0ecb61b34301008b1121e2559bd75854
Town of Suffield,"Suffield, CT","41.9915062, -72.7017741",Pipeline,Town of Suffield,,shodan_ps_locations,0d4b34953460fb8677ca4d64fd05bf9e,shodan_ps_locations__0d4b34953460fb8677ca4d64fd05bf9e
Suffolk County Government,"Hauppauge, NY","40.8256536, -73.2026138",Media,Suffolk County Government,,shodan_ps_locations,acb1ab492536f0bf2cbbe6444a2ecb81,shodan_ps_locations__acb1ab492536f0bf2cbbe6444a2ecb81
"County of Sullivan, NH","Newport, NH","43.3653585, -72.1734388",Keyphrase,"County of Sullivan, NH",,shodan_ps_locations,594390ee7de5e038e9bb912816932b76,shodan_ps_locations__594390ee7de5e038e9bb912816932b76
Sullivan County Tennessee,"Blountville, TN","36.5331586, -82.326806",Person,Sullivan County Tennessee,,shodan_ps_locations,bbab71494753b6d7e03762120b489360,shodan_ps_locations__bbab71494753b6d7e03762120b489360
Summers County Commissio,"Hinton, WV","37.674008, -80.8892539",Organization,Summers County Commissio,,shodan_ps_locations,dd79d901e464c76cf5036bc2be62fe03,shodan_ps_locations__dd79d901e464c76cf5036bc2be62fe03
Summit County Government,"Breckenridge, CO","39.4816537, -106.0383518",DiplomaticFacilities,Summit County Government,,shodan_ps_locations,22911f078c05da2a5833fd43f528638e,shodan_ps_locations__22911f078c05da2a5833fd43f528638e
Sumner County Government,"Gallatine, TN","36.3883809, -86.4466599",Keyphrase,Sumner County Government,,shodan_ps_locations,b09b1c0583a1748b78ca492d7e2591d8,shodan_ps_locations__b09b1c0583a1748b78ca492d7e2591d8
Sumter County Board of County Commissioners,"Bushnell, FL","28.6649924, -82.1128629",IndustryTerm,Sumter County Board of County Commissioners,,shodan_ps_locations,ae111cabbe0e124e4e40d8219adc17ca,shodan_ps_locations__ae111cabbe0e124e4e40d8219adc17ca
Surry County administration,"Surry, VA","37.1379265, -76.8352384",Wells,Surry County administration,,shodan_ps_locations,5bd62679a70c3b9032c75a210e659e01,shodan_ps_locations__5bd62679a70c3b9032c75a210e659e01
Sussex County Council,"Georgetown, DE","38.6901134, -75.3854728",IndustryTerm,Sussex County Council,,shodan_ps_locations,80dc25f8d74b120600871de6667ddd09,shodan_ps_locations__80dc25f8d74b120600871de6667ddd09
"Sussex County, Virginia","Sussex, VA","36.9058167, -77.2405153",ForeignMinistry,"Sussex County, Virginia",,shodan_ps_locations,38d818e67395b6eaedb2a4939a790ec6,shodan_ps_locations__38d818e67395b6eaedb2a4939a790ec6
Suwannee County Board of County Commissioners,"Live Oak, FL","30.2949457, -82.98402",Refinery,Suwannee County Board of County Commissioners,,shodan_ps_locations,d9404c0a51155c5a67621f5d0cba7f97,shodan_ps_locations__d9404c0a51155c5a67621f5d0cba7f97
Swain County Government,"Bryson City, NC","35.4309291, -83.4473809",ForeignMinistry,Swain County Government,,shodan_ps_locations,99c58b42a8453b22c3e76c123a8e53cf,shodan_ps_locations__99c58b42a8453b22c3e76c123a8e53cf
Talbot County Government,"Easton, MD","38.7742826, -76.0763305",Pipeline,Talbot County Government,,shodan_ps_locations,89467f4abccab5c93c2b25294f856319,shodan_ps_locations__89467f4abccab5c93c2b25294f856319
Tama County Board of Supervisors,"Toledo, IA","41.9972134, -92.5835266",Legislator,Tama County Board of Supervisors,,shodan_ps_locations,d26a837c366922606de44c2ca52c1f68,shodan_ps_locations__d26a837c366922606de44c2ca52c1f68
Taney County Courthouse,"Forsyth, MO","36.6850612, -93.1199012",AAEntity,Taney County Courthouse,,shodan_ps_locations,afe6f82d1c879d0b5b95383209c1736c,shodan_ps_locations__afe6f82d1c879d0b5b95383209c1736c
Tarrant County,"Fort Worth, TX","32.7554883, -97.3307658",IndustryTerm,Tarrant County,,shodan_ps_locations,25fd53ebe9eae7e3ae91fbd51d25a056,shodan_ps_locations__25fd53ebe9eae7e3ae91fbd51d25a056
Teton County Idaho,"Driggs, ID","43.7229885, -111.1110872",Organization,Teton County Idaho,,shodan_ps_locations,77c436b1be969580b3a8b22af5116d60,shodan_ps_locations__77c436b1be969580b3a8b22af5116d60
Teton County,"Choteau, MT","47.8124531, -112.1836301",FTO,Teton County,,shodan_ps_locations,8e774160c5644f93de06b0478259768b,shodan_ps_locations__8e774160c5644f93de06b0478259768b
Teton County Wyoming Government,"Jackson, WY","43.4799291, -110.7624282",News,Teton County Wyoming Government,,shodan_ps_locations,1f4ab2ca9b94b2f53834a2f4c22469d0,shodan_ps_locations__1f4ab2ca9b94b2f53834a2f4c22469d0
Texas County Missouri,"Houston, MO","37.3261588, -91.955988",LegislativeCommittee,Texas County Missouri,,shodan_ps_locations,976b5436c666db709f13c99ca79310fe,shodan_ps_locations__976b5436c666db709f13c99ca79310fe
Thayer County Courthouse,"Hebron, NE","40.1663933, -97.5858752",ForeignMinistry,Thayer County Courthouse,,shodan_ps_locations,60fa26767f15fc4b59d35a97577fe51c,shodan_ps_locations__60fa26767f15fc4b59d35a97577fe51c
Thomas County Board of Commissioners,"Thomasville, GA","30.8365815, -83.9787808",CompanyKeyword,Thomas County Board of Commissioners,,shodan_ps_locations,9c97413a3097ec77c62143951f1721d2,shodan_ps_locations__9c97413a3097ec77c62143951f1721d2
Thomas County,"Colby, KS","39.3958369, -101.0523773",Organization,Thomas County,,shodan_ps_locations,995715a17bdba59bde31a2b926260930,shodan_ps_locations__995715a17bdba59bde31a2b926260930
"Thurston County, WA","Olympia, WA","47.0378741, -122.9006951",News,"Thurston County, WA",,shodan_ps_locations,f3e7f32cc52c20581de02e449e5b7066,shodan_ps_locations__f3e7f32cc52c20581de02e449e5b7066
Tioga County,"Owego, NY","42.1034075, -76.2621549",Legislator,Tioga County,,shodan_ps_locations,554755363279761b71fdeb597238b8ef,shodan_ps_locations__554755363279761b71fdeb597238b8ef
Tom Green County,"San Angelo, TX","31.4637723, -100.4370375",Wells,Tom Green County,,shodan_ps_locations,eb20b080eb6ca9fd193136c7b829f5b5,shodan_ps_locations__eb20b080eb6ca9fd193136c7b829f5b5
Tompkins County Information Technology Services,"Ithaca, NY","42.4439614, -76.5018807",Legislator,Tompkins County Information Technology Services,,shodan_ps_locations,cc1abb004614f0260ee5b47316d65e97,shodan_ps_locations__cc1abb004614f0260ee5b47316d65e97
Tooele,"Tooele, UT","40.5307776, -112.29828",Refinery,Tooele,,shodan_ps_locations,746786eef0d21d9c3c9376f819422fea,shodan_ps_locations__746786eef0d21d9c3c9376f819422fea
Toole County,"Shelby, MT","48.5066603, -111.8561447",News,Toole County,,shodan_ps_locations,015b3a91e40a821fcac66fc7118986a8,shodan_ps_locations__015b3a91e40a821fcac66fc7118986a8
Toombs County Board of Commissioners,"Lyons, GA","32.2043546, -82.321791",Person,Toombs County Board of Commissioners,,shodan_ps_locations,5384e807ee0eb7066c5e85c331c5768c,shodan_ps_locations__5384e807ee0eb7066c5e85c331c5768c
Travis County Information Technology Services,"Austin, TX","30.267153, -97.7430608",News,Travis County Information Technology Services,,shodan_ps_locations,7a1b7b8a963f0d4ede76cacd4c75c303,shodan_ps_locations__7a1b7b8a963f0d4ede76cacd4c75c303
Tri County Conservancy District,"Plainfield, IN","39.7042123, -86.3994387",FTO,Tri County Conservancy District,,shodan_ps_locations,a0b44da8ab47706837a20115627cb11f,shodan_ps_locations__a0b44da8ab47706837a20115627cb11f
Trinity County Behavioral Health Services,"Weaverville, CA","40.7309778, -122.9419708",Wells,Trinity County Behavioral Health Services,,shodan_ps_locations,2b3014be6f9e716311f581b66f8d5c0e,shodan_ps_locations__2b3014be6f9e716311f581b66f8d5c0e
Troup County Board of Commissioners,"LaGrange, GA","33.0362218, -85.0322444",Organization,Troup County Board of Commissioners,,shodan_ps_locations,da6748de167762a32d9bd5a80bbe2d53,shodan_ps_locations__da6748de167762a32d9bd5a80bbe2d53
Hartsville/Trousdale County Metropolitan Government,"Hartsville, TN","36.3911079, -86.1661024",Shipping,Hartsville/Trousdale County Metropolitan Government,,shodan_ps_locations,618574d3b22b980038c754aeeadbea2e,shodan_ps_locations__618574d3b22b980038c754aeeadbea2e
County of Ulster,"Kingston, NY","41.9270367, -73.9973608",Media,County of Ulster,,shodan_ps_locations,36093fe395ddf22bcc7e6265ee8a9290,shodan_ps_locations__36093fe395ddf22bcc7e6265ee8a9290
Unicoi County Tennessee Government,"Erwin, TN","36.1451082, -82.4168055",Wells,Unicoi County Tennessee Government,,shodan_ps_locations,582660bde8ee5de135ad85f02dd7512d,shodan_ps_locations__582660bde8ee5de135ad85f02dd7512d
Union County Board of Commissioners,"Lake Butler, FL","30.0227391, -82.3395574",Refinery,Union County Board of Commissioners,,shodan_ps_locations,89e007f8fa2ca3e0e2ddd9e7c464d9d1,shodan_ps_locations__89e007f8fa2ca3e0e2ddd9e7c464d9d1
Union County Commissioner,"Blairsveille, GA","34.8760734, -83.9584456",Refinery,Union County Commissioner,,shodan_ps_locations,8c945613d7db030508cde981c2c9edb4,shodan_ps_locations__8c945613d7db030508cde981c2c9edb4
Union County,"Jonesboro, IL","37.4517163, -89.2681402",LegislativeCommittee,Union County,,shodan_ps_locations,de8a39195555bd5de2c3bc6b6acf56ed,shodan_ps_locations__de8a39195555bd5de2c3bc6b6acf56ed
Union County Government,"Monroe, NC","34.9854275, -80.5495112",DiplomaticFacilities,Union County Government,,shodan_ps_locations,23512e74e86373f75bbc5cb2092808d1,shodan_ps_locations__23512e74e86373f75bbc5cb2092808d1
Union County Board of Elections,"Monroe, NC","34.9854275, -80.5495112",Shipping,Union County Board of Elections,,shodan_ps_locations,fab475614d65ac609c9c8a6fc14bacf7,shodan_ps_locations__fab475614d65ac609c9c8a6fc14bacf7
Union County TN,"Maynardville, TN","36.2506364, -83.7974099",Diplomat,Union County TN,,shodan_ps_locations,1a921e7bf1f4bbf9de035b709b1b63ef,shodan_ps_locations__1a921e7bf1f4bbf9de035b709b1b63ef
Utah County Government,"Provo, UT","40.2338438, -111.6585337",Exec,Utah County Government,,shodan_ps_locations,5416f7b44a1a44da79cb669ed21d7543,shodan_ps_locations__5416f7b44a1a44da79cb669ed21d7543
Valley County Courthouse,"Glasgow, MT","48.1969637, -106.6367127",ForeignMinistry,Valley County Courthouse,,shodan_ps_locations,d86c8e51e850e5ea20177688d6d17f01,shodan_ps_locations__d86c8e51e850e5ea20177688d6d17f01
Van Buren County Iowa,"Keosauqua, IA","40.7303057, -91.9623949",News,Van Buren County Iowa,,shodan_ps_locations,1fc4991759418c839647f70c0e925a12,shodan_ps_locations__1fc4991759418c839647f70c0e925a12
"Van Buren County, Iowa","Keosauqua, IA","40.7303057, -91.9623949",Keyphrase,"Van Buren County, Iowa",,shodan_ps_locations,9ebcb2579d36280821e402f1ea73c87a,shodan_ps_locations__9ebcb2579d36280821e402f1ea73c87a
Van Wert County,"Van Wert, OH","40.8694927, -84.5841223",CompanyKeyword,Van Wert County,,shodan_ps_locations,2777d80d24a7f45ad380956c1cd62022,shodan_ps_locations__2777d80d24a7f45ad380956c1cd62022
Vilas County Wisconsin,"Eagle River, WI","45.9171763, -89.2442988",IndustryTerm,Vilas County Wisconsin,,shodan_ps_locations,a9232549affb13ddc802811299c7bd6b,shodan_ps_locations__a9232549affb13ddc802811299c7bd6b
Vinton County Commissioner's Office,"McArthur, OH","39.2464596, -82.4784898",ForeignMinistry,Vinton County Commissioner's Office,,shodan_ps_locations,46ca1766ee41c3651a90cc7a5a89a828,shodan_ps_locations__46ca1766ee41c3651a90cc7a5a89a828
Brevard County Supervisor of Elections,"Melbourne, FL","28.0836269, -80.6081089",Person,Brevard County Supervisor of Elections,,shodan_ps_locations,36586ffe91e5f0e13c2264f162a11512,shodan_ps_locations__36586ffe91e5f0e13c2264f162a11512
Hamilton County Board of Elections,"Norwood, OH","39.1644798, -84.4542798",Diplomat,Hamilton County Board of Elections,,shodan_ps_locations,7b376cec9231f0235b185385d5a2f324,shodan_ps_locations__7b376cec9231f0235b185385d5a2f324
Levy County Supervisor of Elections,"Bronson, FL","29.4477445, -82.6423336",Diplomat,Levy County Supervisor of Elections,,shodan_ps_locations,f5284b70a95ebe0bbc3d6d3d1771267f,shodan_ps_locations__f5284b70a95ebe0bbc3d6d3d1771267f
Lorain County Board of Elections,"Lorain, OH","41.452819, -82.1823746",ForeignMinistry,Lorain County Board of Elections,,shodan_ps_locations,ed5f8978bf65951eb9b9017043ce6e86,shodan_ps_locations__ed5f8978bf65951eb9b9017043ce6e86
Manatee County Supervisor of Elections Office,"Bradenton, FL","27.4989278, -82.5748194",CompanyKeyword,Manatee County Supervisor of Elections Office,,shodan_ps_locations,07d3ac22bebae84f1fc67d2af6fc3fc6,shodan_ps_locations__07d3ac22bebae84f1fc67d2af6fc3fc6
Supervisor of Elections Marion County,"Ocala, FL","29.1871986, -82.1400923",Refinery,Supervisor of Elections Marion County,,shodan_ps_locations,b3be53a4501f47ed754e1c0f5cf41c12,shodan_ps_locations__b3be53a4501f47ed754e1c0f5cf41c12
Okaloosa County Supervisor of Elections,"Crestview, FL","30.7541808, -86.5727995",Exec,Okaloosa County Supervisor of Elections,,shodan_ps_locations,64479f517b61aff58bfa73354668c7ee,shodan_ps_locations__64479f517b61aff58bfa73354668c7ee
Stanly County Elections,"Albemarle, NC","35.3501426, -80.2000578",DiplomaticFacilities,Stanly County Elections,,shodan_ps_locations,a61a0e08b5e6d628e50527a9c8452a5b,shodan_ps_locations__a61a0e08b5e6d628e50527a9c8452a5b
Valencia Regional Emergency Communications Center (VRECC),"Los Lunas, NM","34.806166, -106.7333599",Pipeline,Valencia Regional Emergency Communications Center (VRECC),,shodan_ps_locations,b7cdc1fe329d72c9a686c551769bc4d7,shodan_ps_locations__b7cdc1fe329d72c9a686c551769bc4d7
Wake County,"Raleigh, NC","35.7795897, -78.6381787",CompanyKeyword,Wake County,,shodan_ps_locations,afcc5a46170c86a52fcb2a380f39f18a,shodan_ps_locations__afcc5a46170c86a52fcb2a380f39f18a
County of Waldo,"Belfast, ME","44.4259092, -69.0064234",Shipping,County of Waldo,,shodan_ps_locations,aff75af0a6f4f40fd44fad3ecb126148,shodan_ps_locations__aff75af0a6f4f40fd44fad3ecb126148
Walker County Government,"LaFayette, GA","34.7048022, -85.2818998",Exec,Walker County Government,,shodan_ps_locations,ca258a6b69274df9d2bbebf08d3d92c0,shodan_ps_locations__ca258a6b69274df9d2bbebf08d3d92c0
Walton County Board of Commissioners,"Monroe, GA","33.7948364, -83.713229",Refinery,Walton County Board of Commissioners,,shodan_ps_locations,b0fcb851b293c93dc0d3b47216f37a4f,shodan_ps_locations__b0fcb851b293c93dc0d3b47216f37a4f
Warren County Board of Commissioners,"Warrenton, GA","33.4070837, -82.6620781",Person,Warren County Board of Commissioners,,shodan_ps_locations,5d5bdbb1e41ac3ae0a1d46df8eeab5ef,shodan_ps_locations__5d5bdbb1e41ac3ae0a1d46df8eeab5ef
Warren County Kentucky,"Bowling Green, KY","36.9685219, -86.4808043",space,Warren County Kentucky,,shodan_ps_locations,0bd58c28c0e3940636f014238d9c2b3e,shodan_ps_locations__0bd58c28c0e3940636f014238d9c2b3e
Warren County,"Warrenton, NC","36.3984803, -78.1552706",Consulates,Warren County,,shodan_ps_locations,9ee44e490f61cac29844a6588975413b,shodan_ps_locations__9ee44e490f61cac29844a6588975413b
"Warren County, Tennessee","McMinnville, TN","35.6865889, -85.7801453",Person,"Warren County, Tennessee",,shodan_ps_locations,52e07dcc6de2035d7b05b72c9ed074f9,shodan_ps_locations__52e07dcc6de2035d7b05b72c9ed074f9
Warrick County Commissioners,"Boonville, IN","38.0492131, -87.2741723",Person,Warrick County Commissioners,,shodan_ps_locations,6072a3966a3dcfcf4fe1fea1e2d783ca,shodan_ps_locations__6072a3966a3dcfcf4fe1fea1e2d783ca
Washakie County,"Worland, WY","44.0169014, -107.9553721",Organization,Washakie County,,shodan_ps_locations,cf6ffabe6a76b4299d97aa6b3b11d89a,shodan_ps_locations__cf6ffabe6a76b4299d97aa6b3b11d89a
Washington County Board of Commissioners,"Sandersville, GA","32.9815431, -82.810138",Exec,Washington County Board of Commissioners,,shodan_ps_locations,a5e3e689804f2d8ed0134da7f0c9022c,shodan_ps_locations__a5e3e689804f2d8ed0134da7f0c9022c
Washtenaw County Government,"Ann Arbor, MI","42.2808256, -83.7430378",ForeignMinister,Washtenaw County Government,,shodan_ps_locations,c16c40c33e4cd92d7c666703fb0f8a07,shodan_ps_locations__c16c40c33e4cd92d7c666703fb0f8a07
Watauga County,"Boone, NC","36.216795, -81.6745517",Diplomat,Watauga County,,shodan_ps_locations,6cf88eac6dde5048ca4884f4fca175b9,shodan_ps_locations__6cf88eac6dde5048ca4884f4fca175b9
Waukesha County Government,"Waukesha, WI","43.0116784, -88.2314813",Consulates,Waukesha County Government,,shodan_ps_locations,9f6069307fbe3ce05d6ec4d5880b627a,shodan_ps_locations__9f6069307fbe3ce05d6ec4d5880b627a
WAYNE COUNTY SHERIFFS OFFICE,"JESUP, GA","31.6074365, -81.8853924",DiplomaticFacilities,WAYNE COUNTY SHERIFFS OFFICE,,shodan_ps_locations,9223f53db4e6dc4c6c68bbf0a196a6db,shodan_ps_locations__9223f53db4e6dc4c6c68bbf0a196a6db
Wayne County Board of Supervisors,"Waynesboro, MS","31.674883, -88.6461465",Exec,Wayne County Board of Supervisors,,shodan_ps_locations,8ca742c78508d5bc7c52c28f9c79acfa,shodan_ps_locations__8ca742c78508d5bc7c52c28f9c79acfa
"Wayne County, Ohio","Wooster, OH","40.8050565, -81.935143",CompanyKeyword,"Wayne County, Ohio",,shodan_ps_locations,8a3c0b0a64a4c9d03a8333221668a575,shodan_ps_locations__8a3c0b0a64a4c9d03a8333221668a575
Wayne County Courthouse,"Honesdale, PA","41.5767552, -75.2587871",Pipeline,Wayne County Courthouse,,shodan_ps_locations,c7da2ace58268ac6cc55a32ceada5976,shodan_ps_locations__c7da2ace58268ac6cc55a32ceada5976
Wayne County Government,"Waynesboro, TN","35.3195217, -87.7622468",Diplomat,Wayne County Government,,shodan_ps_locations,6ce8094496f61d8b7f23f1310a037582,shodan_ps_locations__6ce8094496f61d8b7f23f1310a037582
Weakley County Government Department of Finance,"Dresden, TN","36.2914512, -88.7081122",IndustryTerm,Weakley County Government Department of Finance,,shodan_ps_locations,74586fe032452ed66062301d3396f274,shodan_ps_locations__74586fe032452ed66062301d3396f274
Webb County,"Laredo, TX","27.5035613, -99.5075519",CompanyKeyword,Webb County,,shodan_ps_locations,59d18dfaff593ce463fa869e09ac5ca8,shodan_ps_locations__59d18dfaff593ce463fa869e09ac5ca8
Weber County,"Ogden, UT","41.223, -111.9738304",News,Weber County,,shodan_ps_locations,9842213d53c4b72d50d585a6e322d1cc,shodan_ps_locations__9842213d53c4b72d50d585a6e322d1cc
Webster County,"Fort Dodge, IA","42.4974694, -94.1680158",News,Webster County,,shodan_ps_locations,22d494eaa525733d0bddcbd012369fa8,shodan_ps_locations__22d494eaa525733d0bddcbd012369fa8
County of Westchester,"White Plains, NY","41.0339862, -73.7629097",Shipping,County of Westchester,,shodan_ps_locations,ac7df0c64b25078fd59f8d629185c202,shodan_ps_locations__ac7df0c64b25078fd59f8d629185c202
White County Government,"Carmi, IL","38.0908796, -88.1586488",Consulates,White County Government,,shodan_ps_locations,7e9e2d46ec892670c73ae1f1bd7b5ee9,shodan_ps_locations__7e9e2d46ec892670c73ae1f1bd7b5ee9
